エクセルデータファイル シート データ フレーム 読み込む	pd.read_excel(filename, sheet_name=n)
ダークマゼンタ 色 線 グラフ 描画 する	plt.plot(データ列, データ列2, color='darkmagenta')
標準 入力 行 分 改行 取り除い 読み込む	sys.stdin.readline().rstrip()
オプション アクア 色 使用 する	color = 'aqua'
ヒストグラム 色 スノー 設定 する	plt.hist(データ列, color='snow')
データ フレーム 中 列 分割 数 ビン 分割 する	pd.cut(df[col], n)
ファイル ファイル 名 どう 調べる	filename.endswith('.tsv')
オプション ポイント マーカー 使用 する	marker = '.'
自然 数 階 乗	math.factorial(n)
ファイル データ フレーム 読む	pd.read_csv(filename, sep='\t')
折れ線 色 カラー コード 設定 する	plt.plot(xdata, ydata, color=rgb)
リスト リスト 散布 図 描い マーカー 設定 する	plt.plot(xdata, ydata, marker='^')
線 グラフ 描画 し その 色 ミディアムスプリンググリーン 設定 する	plt.plot(データ列, データ列2, color='mediumspringgreen')
文字 列 漢字 どう 調べる	('\u4E00' <= ch <= '\u9FD0')
ダーク グリーン 色 ヒストグラム 描画 する	plt.hist(データ列, color='darkgreen')
リスト リスト 折れ線 グラフ 描画 し ラベル付け する	plt.plot(xdata, ydata, label=untitled)
第 二 四 分 位 数 データ フレーム カラム 欠損 値 埋める	df[col].fillna(df[col].median())
計算 機 イプシロン	sys.float_info.epsilon
オプション スプリング グリーン 色 使う	color = 'springgreen'
リスト 数列 散布 図 描画 し マーカー 色 明るい セット する	plt.plot(xdata, ydata, c='bright')
データ フレーム カラム 値 未 入力 値 調べる	df[col].isna()
暗い 色 折れ線 描画 し その 線 幅 指定 する	plt.plot(xdata, ydata, linewidth=n, color='dark')
行 列 次元 リスト	[[0] * n for _ in range(n2)]
配列 四 分 位 数 ごと ビン 分割 する	pd.qcut(aArray, 4)
データ フレーム 位 四捨五入 し 整数 する	df.round(-3).astype(int)
標準 入力 行 読み込ん 改行 取り除く	sys.stdin.readline().rstrip()
リスト リスト 青色 濃い グラフ 描画 する	plt.plot(xdata, ydata, linestyle='deep', color='b')
正規 化 さ れ た 度数 分布 図 描く	plt.hist(データ列, density=True)
奇数 確認 する	n % 2 == 1
緑色 左 三 角 印 折れ線 グラフ 描画 する	plt.plot(データ列, データ列2, marker='<', markerfacecolor='g')
ふたつ 関係 スーパー セット 確認 する	aSet.issuperset(aSet2)
オプション ミディアムシアグリーン 色 設定 する	color = 'mediumseagreen'
折れ線 グラフ 描画 し その 色 ティール 設定 する	plt.plot(データ列, データ列2, color='teal')
欠損 値 加え データ フレーム 列 ダミー 変数 変換 する	pd.get_dummies(df[column], dummy_na=True)
オプション ハニーデュー 色 使用 する	color = 'honeydew'
ヒストグラム 色 黄 緑 設定 する	plt.hist(データ列, color='chartreuse')
ファイル ファイル 名 取り出す	os.path.basename(filepath)
オプション 追加 モード 設定 する	mode = 'a'
実数 切り上げ 整数 変換 する	math.ceil(x)
リスト 最後 取り除く	aList[:-1]
線 グラフ 描画 し 色 フクシア 設定 する	plt.plot(データ列, データ列2, color='fuchsia')
文字 列 開始 位置 終了 位置 間 部分 文字 列 いくつ ある 調べる	s.count(sub, start, end)
折れ線 グラフ 星 マーカー 黒く する	plt.plot(データ列, データ列2, marker='*', markerfacecolor='k')
実数 無限 大	math.isinf(x)
リスト イテラブル 散布 図 描画 し 菱形 マーカー 色 カラー コード 設定 する	plt.plot(xdata, ydata, marker='D', c=rgb)
行列 列 ごと 最大 値	np.max(aArray, axis=0)
パステル 調 グラフ 色 カラー コード 変更 する	plt.plot(xdata, ydata, linestyle='pastel', color=rgb)
散布 図 下 三角 マーカー 描画 する	plt.plot(xdata, ydata, marker='v')
八 進 文字 列 見る	oct(n)[2:]
折れ線 グラフ 描画 し その 色 ダークスラテグレー 変更 する	plt.plot(データ列, データ列2, color='darkslategray')
グラフ 描画 明るい カラー パレット 使う	sns.set(pallete='bright')
リスト リスト 破線 プロット し その 色 パステル 調 の する	plt.plot(xdata, ydata, linestyle='dash', color='pastel')
データ フレーム 型 リスト データ 型 カラム 抽出 する	df.select_dtypes(include=typeList)
データ フレーム 中 いくつ 欠損 値 含ま れる 求める	df.isna().sum()
数列 配列 散布 図 描画 し 色 色 差別 ない 設定 する	plt.plot(xdata, ydata, c='colorblind')
配列 分割 する	pd.cut(aArray, aList)
配列 数列 散布 図 描い 文字 列 凡例 用 ラベル 付ける	plt.scatter(xdata, xdata, label=s)
データ フレーム リスト カラム 位 丸める	df[aList].round(-3)
線 グラフ 描画 し その 色 ミディアムアクアマリン 設定 する	plt.plot(データ列, データ列2, color='mediumaquamarine')
オプション グリーン イエロー 使用 する	color = 'greenyellow'
線 グラフ 色 グリーン イエロー 指定 する	plt.plot(データ列, データ列2, color='greenyellow')
データ 列 どの 程度 分散 し いる 見る	ds.var()
リスト データ 列 散布 図 描画 し マーカー ダイアモンド 設定 する	plt.plot(xdata, ydata, marker='D')
線 グラフ 色 イエロー グリーン 変更 する	plt.plot(データ列, データ列2, color='yellowgreen')
綺麗 な グラフ 用いる 準備 する	import seaborn as sns
ライトスレイグレー 色 ヒストグラム 描画 する	plt.hist(データ列, color='lightslategrey')
列 名前 列挙 する	df.columns
ファイル パス 開い 追加 ストリーム 使う	open(filepath, mode='a')
折れ線 グラフ 青い バツ 印 描画 する	plt.plot(データ列, データ列2, marker='x', markerfacecolor='b')
ヒストグラム 色 ディムグレー 変更 する	plt.hist(データ列, color='dimgray')
データ フレーム カラム 十 位 四捨五入 し 整数 する	df[col].round(-1).astype(int)
データ フレーム 先頭 行	df.head(n)
タプル ミュータブル する	list(aTuple)
折れ線 グラフ 色 ダーク シアン 設定 する	plt.plot(データ列, データ列2, color='darkcyan')
データ 列 配列 暗い 描画 し その 色 青 する	plt.plot(xdata, ydata, linestyle='dark', color='b')
マッピング キー 要素 設定 する	aDict[key] = element
折れ線 グラフ 大き さ 右 三 角 マーカー 描画 する	plt.plot(データ列, データ列2, marker='>', markersize=n)
赤色 大 バツ マーカー 散布 図 使用 する	plt.plot(xdata, ydata, marker='X', c='r')
ファイル パス ストリーム 開い する	file = open(filepath)
出力 ストリーム 文字 列 変換 し 書き込む	f.write(str(x))
ファイル バイナリ 書き込み できる よう オープン する	open(filepath, mode='wb')
リスト リスト 散布 図 クロス マーカー 描く	plt.plot(xdata, ydata, marker='x')
黒い 淡い グラフ 描画 する	plt.plot(xdata, ydata, linestyle='muted', color='k')
データ フレーム 列 並べ 直し 上位 取り出す	df.sort_values(columns).head(n)
グラフ 濃く する	sns.set(pallete='deep')
データ フレーム リスト 列 欠損 値 平均 値 指定 する	df[aList].fillna(df[aList].mean())
タプル 値 ソート する	sorted(aTuple)
整数 セット どれ どう 確認 する	n in aSet
値 集合 含ま れ ない	element not in aSet
文字 列 全角 数字 半角 数字 変換 する	s.translate(str.maketrans('０１２３４５６７８９', '0123456789'))
ダイアモンドマーカー 散布 図 描画 する	plt.plot(xdata, ydata, marker='D')
リスト リスト 散布 図 描画 し マーカー 右 三 角 設定 する	plt.plot(xdata, ydata, marker='>')
ヒストグラム 描画 し その 色 グレー 指定 する	plt.hist(データ列, color='gray')
折れ線 グラフ 上 三 角 マーカー 用いる	plt.plot(データ列, データ列2, marker='^')
リスト 変化 折れ線 描画 する	plt.plot(range(len(xdata)), xdata)
折れ線 グラフ 描画 し 色 ロージーブラウン 設定 する	plt.plot(データ列, データ列2, color='rosybrown')
二つ 文字 列 等しく ない	s != s2
文字 列 リスト 含ま れ ない 調べる	element not in aList
赤色 明るい 折れ線 描画 する	plt.plot(xdata, ydata, linestyle='bright', color='r')
折れ線 グラフ 描画 し その 色 ライム 設定 する	plt.plot(データ列, データ列2, color='lime')
ヒストグラム 色 サドル ブラウン 設定 する	plt.hist(データ列, color='saddlebrown')
データ フレーム カラム インデックス する	df.set_index(col, inplace=True)
列 文字 列 欠損 値 する	ds.replace(s, np.nan)
ファイル パス セパレータ 記号 使う	os.sep
青い ヒストグラム 描画 する	plt.hist(データ列, color='b')
オプション 色 ロイヤル ブルー 設定 する	color = 'royalblue'
散布 図 赤色 左 三 角 マーカー 使う	plt.plot(xdata, ydata, marker='<', c='r')
本日 タイム スタンプ	datetime.datetime.now()
プラットホーム 名 知る	sys.platform
文字 列 太字 する	f'\033[1m{value}\033[0m'
ヒストグラム 色 青 緑 設定 する	plt.hist(データ列, color='teal')
オプション グラフ 色 ブラック 変更 する	color = 'black'
データ フレーム 列 ソート し 上位 件 取り出す	df.sort_values(columns).head(n)
二つ 変数 同じ 値 する	x = y = n
コレクション 使用 する	import collections
プロット 描画 濃い 色 使う	sns.set(pallete='deep')
まとめ データ フレーム 置き換える	df.replace(ValueMap)
折れ線 グラフ 色 ライトスカイブルー 設定 する	plt.plot(データ列, データ列2, color='lightskyblue')
ネイピア 数 使用 する	math.e
データ 列 リスト 散布 図 暗い 色 用い 重 見 やすく 描く	plt.plot(xdata, ydata, c='dark', alpha=0.5)
折れ線 グラフ 描画 し その 色 ライトスレイグレー 設定 する	plt.plot(データ列, データ列2, color='lightslategray')
折れ線 グラフ マーカー 三角 する	plt.plot(データ列, データ列2, marker='^')
データ フレーム 中 文字 列 ある	df.isin([value, value2])
一 点 鎖線 用い 折れ線 グラフ 描画 する	plt.plot(データ列, データ列2, linestyle='dashbot')
デフォルト 適用 する	sns.set()
折れ線 グラフ 色 ダークスレートブルー 設定 する	plt.plot(データ列, データ列2, color='darkslateblue')
明日 日付	datetime.date.today() + datetime.timedelta(days=1)
淡い 色 ヒストグラム データ 列 描画 する	plt.hist(xdata, color='muted')
折れ線 グラフ 大き さ バツ マーカー 描画 する	plt.plot(データ列, データ列2, marker='x', markersize=n)
文字 列 全体 ケース 無視 し 正規 表現 マッチ さ せる	re.fullmatch(pattern, s, flags=re.IGNORECASE)
リスト 等量 分割 数 使っ ビン 分割 する	pd.qcut(aList, n)
両端 キュー 要素 左 個 分 ロー テンション する	deq.rotate(-n)
最大 長 ある 両端 キュー	collections.deque(maxlen=n)
オプション ロージーブラウン 色 用いる	color = 'rosybrown'
データ 列 何 曜日 確認 する	ds.dt.weekday_name
書式 タプル フォーマット する	formatText.format_map(aDict)
文字 列 中 限定 正規 表現 全 マッチ 使う	re.findall(pattern, s, flags=re.ASCI)
印字 可能 な 文字 列	ascii(x)
データ フレーム リスト カラム 丸める	df[aList].round()
折れ線 グラフ 色 グレー 設定 する	plt.plot(データ列, データ列2, color='gray')
データ フレーム 指定 さ れ た 三つ 列 選ぶ	df[[column, column2, column3]]
オプション シルバー グラフ 色 設定 する	color = 'silver'
ヒストグラム 色 黒く する	plt.hist(データ列, color='k')
ファイル 番目 カラム インデックス 読み込む	pd.read_csv(filename, index_col=n)
グリーン イエロー 色 ヒストグラム 描画 する	plt.hist(データ列, color='greenyellow')
リスト リスト 境界 値 ビニング する	pd.cut(aList, aList)
実数 逆 双曲線 正接 求める	math.atanh(x)
空 チェーン マップ	collections.ChainMap()
既存 ファイル 追加 できる よう 文字 コード オープン する	open(filepath, mode='a', encoding=text)
集合 イミュータブル 版	frozenset(aSet)
リスト リスト 色 差別 ない グラフ 描画 し 色 青色 セット する	plt.plot(xdata, ydata, linestyle='colorblind', color='b')
線 グラフ 色 スプリング グリーン 設定 する	plt.plot(データ列, データ列2, color='springgreen')
ヒストグラム 描画 し その 色 アクアマリン 設定 する	plt.hist(データ列, color='aquamarine')
タプル 値 数 得る	len(aDict)
カンマ 文字 列 分割 し 文字 列 リスト 変換 する	s.split(',')
ミディアムスプリンググリーン 色 線 グラフ 描画 する	plt.plot(データ列, データ列2, color='mediumspringgreen')
文字 列 リスト 連結 し ひとつ 文字 列 する	''.join(aStringList)
行列 転置 行列 計算 する	aArray.T
文字 列 開始 位置 以降 部分 文字 列 開始 する 調べる	s.startswith(sub, start)
データ フレーム 各 列 列 組み合わせ 毎 グループ 化 し 標準 偏差 求める	df.groupby([column, column2], as_index=False).std()
ヒストグラム 描画 し 色 チョコレート 設定 する	plt.hist(データ列, color='chocolate')
明るい グラフ 線 幅 設定 する	plt.plot(xdata, ydata, linestyle='bright', linewidth=n)
データ フレーム 表示 する とき 折り返し し ない よう する	pd.set_option('expand_frame_repr', False)
青色 ヒストグラム 描画 する	plt.hist(データ列, color='blue')
データ フレーム 複数 列 グループ 分け する	df.groupby(columns)
データ フレーム 行 目 破壊 的 ドロップ する	df.drop(n, axis=0, inplace=True)
配列 四 分 位 数 ごと 分割 する	pd.qcut(aArray, 4)
オプション ダーク オリーブ グリーン グラフ 色 変更 する	color = 'darkolivegreen'
両端 キュー 番目 要素 挿入 する	deq.insert(n, element)
文字 列 片仮名 平仮名 変換 する	''.join([chr(ord(ch) - 96) if ('ァ' <= ch <= 'ン') else ch for ch in s])
データ 列 欠損 値 最 頻 値 セット する	ds.fillna(ds.mode().iloc[0])
実行 環境 調べる	sys.platform.startswith('win32')
リスト リスト 散布 図 描い 左 三 角 マーカー 色 カラー コード 設定 する	plt.plot(xdata, ydata, marker='<', c=rgb)
カウンタ キー カウント リスト し 得る	aCounter.items()
散布 図 カラー コード 四角 マーカー 描く	plt.plot(xdata, ydata, marker='s', c=rgb)
折れ線 グラフ 黄色い 印 描画 する	plt.plot(データ列, データ列2, marker='v', markerfacecolor='y')
暗い 色 リスト ヒストグラム 描画 する	plt.hist(xdata, color='dark')
リスト データ 列 黒い 濃い 描画 する	plt.plot(xdata, ydata, linestyle='deep', color='k')
変数 近づく 場合 数値 極限 値 求める	sympy.limit(e, z, 0)
進 文字 列 バイナリ 変換 する	int(s, 16).to_bytes(length=bytesize, byteorder='big')
配列 平均 値	np.mean(aArray)
ヒストグラム プロット する	plt.hist(データ列)
オブジェクト バイト 列 型 どう	isinstance(obj, bytes)
書き込み モード ファイル 開き する	f = open(filepath, mode='w')
部分 文字 列 部分 文字 列 始まる	s.startswith(sub)
データ フレーム カラム 文字 列 未 入力 値 変換 する	df[col].replace(s, np.nan)
リスト イテラブル 濃い グラフ 描画 し その 色 青 する	plt.plot(xdata, ydata, linestyle='deep', color='b')
ファイル 読み込み 用 開く	open(filepath, mode='r')
プロット ポスター 用 変更 する	sns.set(context='poster')
プロット 描画 綺麗 する	import seaborn as sns
データ 列 前 行 値 設定 する	ds.fillna(method='ffill')
折れ線 グラフ 四角 マーカー 緑色 する	plt.plot(データ列, データ列2, marker='s', markerfacecolor='g')
列 キー し つ データ フレーム 外部 結合 する	pd.merge(df, df2, on=column, how='outer')
フォーマット データ フレーム 日付 データ 変換 する	pd.to_datetime(df[col], format=fmt)
データ フレーム 各 グループ ごと 最大 値 算出 する	df.groupby(column).max()
リスト ビン 数 ビン 分割 し ラベル つける	pd.cut(aList, n, labels=names)
リスト 配列 散布 図 描画 し 右 三 角 マーカー 色 カラー コード 設定 する	plt.plot(xdata, ydata, marker='>', c=rgb)
データ フレーム 列 文字 列 含ま れ ない 行 抽出 する	df[not df[column].str.contains(s)]
データ フレーム 列 並べ 直す	df.sort_values(by='A')
文字 列 フォーマット し 本日 文字 列 する	"datetime.datetime.today().strftime(""%d/%m/%y"")"
オブジェクト 集合 クラス 判定 する	isinstance(obj, set)
折れ線 グラフ ポイント マーカー 大き さ 設定 する	plt.plot(データ列, データ列2, marker='.', markersize=n)
データ フレーム 列 名 リスト 値 グループ 化 する	df.groupby(columns)
折れ線 グラフ 色 バリーウッド 指定 する	plt.plot(データ列, データ列2, color='burlywood')
淡い 色 イテラブル リスト 散布 図 描画 する	plt.plot(xdata, ydata, c='muted')
ピアソン 積 率 相関 係数 データ フレーム 相関 行列	df.corr(method='pearson')
文字 列 新しい 文字 列 置き換える	s.replace(sub, newsub)
オプション ダークスレートブルー 使う	color = 'darkslateblue'
始まる 無限 イテラブル	itertools.count()
オプション ライト コーラル 色 使う	color = 'lightcoral'
ヒストグラム 描画 し 色 ホット ピンク 設定 する	plt.hist(データ列, color='hotpink')
オプション グラフ 種類 破線 設定 する	linestyle = 'dashed'
データ フレーム カラム 何 日 調べる	df[col].dt.day
辞書 インデント 付き 文字 列 する	json.dumps(aDict, ensure_ascii=False, indent=n)
無限 数列	itertools.repeat(n)
既存 ファイル 文字 コード 追加 できる よう オープン する	open(filepath, mode='a', encoding=text)
文字 列 先頭 正規 表現 マッチ する 見る	re.match(pattern, s)
データ フレーム カラム 何 曜日 調べる	df[col].dt.weekday_name
折れ線 グラフ 色 リネン 設定 する	plt.plot(データ列, データ列2, color='linen')
イテラブル 数列 散布 図 描画 し その 大き さ 設定 する	plt.scatter(xdata, ydata, s=n)
上位 集合 どう	aSet.issuperset(aSet2)
文字 列 中 タブ 文字 空白 する	s.expandtabs(tabsize=n)
オプション グラフ 色 インディアン レッド 変更 する	color = 'indianred'
折れ線 グラフ 描画 し その 色 プラム 設定 する	plt.plot(データ列, データ列2, color='plum')
破壊 的 データ フレーム 列 で ソート する	df.sort_values(by='A', inplace=True)
折れ線 グラフ 左 三 角 マーカー 大き さ 設定 する	plt.plot(データ列, データ列2, marker='<', markersize=n)
折れ線 グラフ 描画 し その 色 サーモン 設定 する	plt.plot(データ列, データ列2, color='salmon')
コーンズシルク 色 線 グラフ 描画 する	plt.plot(データ列, データ列2, color='cornsilk')
リスト 数列 相関 可視 化 する	plt.scatter(xdata, ydata)
データ フレーム カテゴリ データ 列 名 リスト 使う	df.select_dtypes('object').columns
最初 カテゴリー 除外 し データ フレーム 列 ダミー 変数 変換 する	pd.get_dummies(df[column], drop_first=True)
カラー コード 右 三 角 マーカー 散布 図 使う	plt.plot(xdata, ydata, marker='>', c=rgb)
青い 淡い グラフ 描画 する	plt.plot(xdata, ydata, linestyle='muted', color='b')
データ 列 データ 列 重複 取り除く	set(ds.unique().tolist()+ds2.unique().tolist())
数 乗	x ** 3
リスト データ 列 パステル 調 色 折れ線 描き その 線 幅 設定 する	plt.plot(xdata, ydata, linewidth=n, color='pastel')
線 グラフ 色 ダーク カーキ 設定 する	plt.plot(データ列, データ列2, color='darkkhaki')
折れ線 グラフ 描画 し その 色 グレー 指定 する	plt.plot(データ列, データ列2, color='gray')
折れ線 グラフ 描画 し その 色 耐火 レンガ 変更 する	plt.plot(データ列, データ列2, color='firebrick')
リスト 数列 散布 図 バツ マーカー プロット する	plt.plot(xdata, ydata, marker='x')
オプション ハニーデュー 使用 する	color = 'honeydew'
リスト データ 列 破線 グラフ 描画 し その 色 暗い 指定 する	plt.plot(xdata, ydata, linestyle='dash', color='dark')
配列 行 ごと 合計 値	np.sum(aArray, axis=1)
ファイル データ フレーム 読み込む	pd.read_csv(filename, sep=',')
データ フレーム 二つ 列 降順 破壊 的 ソート する	df.sort_values(by=['A', 'B'], ascending=False, inplace=True)
データ フレーム 複数 列 降順 ソート する	df.sort_values(by=column, ascending=False)
区間 数 ヒストグラム 描画 する	plt.hist(データ列, bins=n)
リスト リスト 散布 図 赤い 右 三 角 マーカー 描画 する	plt.plot(xdata, ydata, marker='>', c='r')
ファイル 追加 できる よう オープン する	open(filepath, mode='a')
ヒストグラム 描画 し 色 ダークシアグリーン 設定 する	plt.hist(データ列, color='darkseagreen')
データ フレーム 重複 し た 行 ドロップ し 更新 する	df.drop_duplicates(inplace=True)
ファイル オープン し 追加 ストリーム 使う	open(filepath, mode='a')
ファイル ファイル 番目 列 インデックス し 読み込む	pd.read_csv(filename, index_col=n)
実数 調べる	math.isnan(x)
オプション グラフ 色 ホワイトスモーク 指定 する	color = 'whitesmoke'
オプション グラフ 色 シスル 設定 する	color = 'thistle'
線 グラフ 描画 し その 色 茶色 設定 する	plt.plot(データ列, データ列2, color='brown')
オプション ブラック 用いる	color = 'black'
数式 簡略 化 行う	sympy.sympify(e)
明るい 色 マーカー 散布 図 描画 する	plt.plot(xdata, ydata, c='bright')
始まる 無限 リスト	itertools.count()
列 ぐるぐる 繰り返す	itertools.cycle(iterable)
二つ 関係 上位 集合 もしくは 等しい どう	aSet > aSet2
シエナ ヒストグラム 色 変更 する	plt.hist(データ列, color='sienna')
アルファベット 小文字 列	string.ascii_lowercase
正 数 調べる	n > 0
データ フレーム カラム 位 丸め 整数 する	df[col].round(-3).astype(int)
ヒストグラム 描画 し 色 黒く する	plt.hist(データ列, color='k')
日付 データ 日付 データ 時間 差 秒 数 求める	(aDate - aDate2).total_seconds()
線 幅 ダイアモンド 印 折れ線 グラフ 描画 する	plt.plot(データ列, データ列2, marker='D', markeredgewidth=n)
スクリプト ファイル 同じ フォルダ ファイル パス	os.path.join(os.path.dirname(os.path.abspath(__file__)), filepath)
現在 作業 ディレクトリ 変更 する	os.chdir(os.dirname(filepath))
カラム 中 含ま れる 日付 データ 合計 数える	ds.isin([value]).sum()
データ 列 リスト 散布 図 淡い 色 用い 描く	plt.plot(xdata, ydata, c='muted')
イテラブル 数列 散布 図 描画 し マーカー 四角 設定 する	plt.plot(xdata, ydata, marker='s')
時間 文字 列 日付 データ 変換 する	pd.to_datetime(s, unit='s', utc=True)
ヒストグラム 描画 し 色 ダークターコイズ 変更 する	plt.hist(データ列, color='darkturquoise')
実数 以上 最小 整数	math.ceil(x)
リスト 逆順 する	aList[::-1]
折れ線 グラフ 色 深紅 設定 する	plt.plot(データ列, データ列2, color='crimson')
データ フレーム リスト カラム 直前 値 埋める	df[aList].fillna(method='ffill')
オブジェクト クラス	isinstance(obj, クラス)
オプション ミディアムスレートブルー 色 用いる	color = 'mediumslateblue'
ヒストグラム 描画 し 色 ディムグレー セット する	plt.hist(データ列, color='dimgrey')
倍数 調べる	n % n2 == 0
オプション コーラル 色 使用 する	color = 'coral'
散布 図 カラー コード ポイント マーカー 用い 描画 する	plt.plot(xdata, ydata, marker='.', c=rgb)
オプション 印 バツ 変更 する	marker = 'x'
実数 実数 割る	x / y
ヒストグラム 描い ビン 数 セット する	plt.hist(データ列, bins=n)
オプション ベージュ 使用 する	color = 'beige'
オプション グラフ 色 リネン 設定 する	color = 'linen'
折れ線 グラフ 大 バツ マーカー 青く する	plt.plot(データ列, データ列2, marker='X', markerfacecolor='b')
折れ線 グラフ 丸 マーカー 黒色 する	plt.plot(データ列, データ列2, marker='o', markerfacecolor='k')
標準 入力 行 改行 なし で 読む	sys.stdin.readline().rstrip()
ヒストグラム 色 シャルトリューズ する	plt.hist(データ列, color='chartreuse')
折れ線 グラフ 描画 し 色 ゴールド 設定 する	plt.plot(データ列, データ列2, color='gold')
文字 列 タイム スタンプ 変換 する	datetime.datetime.fromisoformat(日付の書かれた文字列)
縦 棒グラフ 描画 する	plt.bar(ラベル列, データ列)
折れ線 グラフ 丸 マーカー 線 幅 指定 する	plt.plot(データ列, データ列2, marker='o', markeredgewidth=n)
要素 セット メンバー で ない 調べる	element not in aSet
赤い ダイアモンドマーカー 散布 図 用いる	plt.plot(xdata, ydata, marker='D', c='r')
ケン ドール 相関 係数 データ フレーム 列 列 相関 行列 算出 する	df[[column, column2]].corr(method='kendall')
カラー コード ポイント マーカー 散布 図 プロット する	plt.plot(xdata, ydata, marker='.', c=rgb)
データ フレーム リスト カラム 空文字 変換 し ドロップ する	df[aList].replace('', np.nan).dropna()
配列 差 計算 する	aArray - aArray2
色 差別 ない 色 青 する	plt.plot(xdata, ydata, linestyle='colorblind', color='b')
折れ線 グラフ 描画 し その 色 スチール ブルー 変更 する	plt.plot(データ列, データ列2, color='steelblue')
部分 文字 列 文字 列 中 含ま れる 調べる	sub in s
ヒストグラム 描画 し その 色 アイボリー 指定 する	plt.hist(データ列, color='ivory')
オプション ディムグレー グラフ 色 設定 する	color = 'dimgray'
正規 表現 複数 行 対応 文字 列 全体 マッチ さ せる	re.fullmatch(pattern, s, flags=re.MULTILINE)
オプション グラフ 色 ゴールド 変更 する	color = 'gold'
日付 データ データ フレーム カラム データ フレーム インデックス する	df.index = pd.DatetimeIndex(df[col])
データ 列 個 分割 し ラベル つける	pd.cut(ds, n, labels=names)
リスト 縦 軸 リスト 横 軸 指定 し 折れ線 グラフ 描画 する	plt.plot(xdata, ydata)
エポック 秒 文字 列 日付 型 する	pd.to_datetime(s, unit='s', utc=True)
ピアソン 相関 係数 データ フレーム リスト 列 相関 行列	df[aList].corr(method='pearson')
データ フレーム 列 名前 付け 直す	df.rename(columns={column: name})
イテラブル 配列 色 差別 ない グラフ 描画 し その 色 青色 設定 する	plt.plot(xdata, ydata, linestyle='colorblind', color='b')
リスト 少なくとも ひとつ 真	any(aList)
データ フレーム 歪 度	df.kurt()
文字 列 バイト 列 変換 する	s.encode(encoding='sjis', errors='ignore')
ヒストグラム 描画 し その 色 ダーク グレー 設定 する	plt.hist(データ列, color='darkgrey')
小さい	n < n2
データ 列 何 年 見る	ds.dt.year
二つ 文字 列 同じ	s == s2
カラム 最大 値 置換 する	ds.fillna(ds.max())
実数 双曲線 正接	math.tanh(x)
文字 列 正規 表現 置き換える	re.sub(pattern, newsub, s)
イテラブル リスト 明るい グラフ 描画 し その 色 黒 する	plt.plot(xdata, ydata, linestyle='bright', color='k')
明るい 色 赤色 設定 する	plt.plot(xdata, ydata, linestyle='bright', color='r')
データ フレーム グループ 化 し それぞれ 列 個数 求める	df.groupby(column)[column2].count()
ピアソン 相関 係数 用い データ フレーム 相関 行列	df.corr(method='pearson')
何 試し 動かし みる	print('Hello World')
線 グラフ 描画 し その 色 コーンフラワーブルー 変更 する	plt.plot(データ列, データ列2, color='cornflowerblue')
データ フレーム リスト 列 分散 計算 する	df[aList].var()
データ 列 折れ線 グラフ 描画 し マーカー 四角 印 する	plt.plot(データ列, データ列2, marker='s')
データ フレーム ランダム 抽出 する	df.sample()
ヒストグラム 色 スラグレー 指定 する	plt.hist(データ列, color='slategray')
ダーク サーモン ヒストグラム 色 設定 する	plt.hist(データ列, color='darksalmon')
本日 木曜日 調べる	datetime.datetime.today().weekday() == 3
日付 使う	import datetime
辞書 形式 文字 列 する	json.dumps(aDict, ensure_ascii=False)
引い する	n -= n2
データ フレーム リスト 列 相関 行列 ケンドール 相関 係数 用い	df[aList].corr(method='kendall')
リスト リスト カラー コード パステル 調 グラフ 描画 する	plt.plot(xdata, ydata, linestyle='pastel', color=rgb)
ケン ドール 順位 相関 係数 データ フレーム リスト 列 相関 行列	df[aList].corr(method='kendall')
割り切れる どう 調べる	n % 3 == 0
データ フレーム 列 以上 データ 取り出す	df[df[column] >= x]
色 差別 ない 色 マーカー 散布 図 重なり 見やすく 描画 する	plt.plot(xdata, ydata, c='colorblind', alpha=0.5)
折れ線 グラフ 右 三 角 印 青色 する	plt.plot(データ列, データ列2, marker='>', markerfacecolor='b')
凡例 グラフ 表示 する	plt.legend()
黒い 星 マーカー 用い 散布 図 プロット する	plt.plot(xdata, ydata, marker='*', c='k')
オプション グラフ 色 ミディアムオーキッド 設定 する	color = 'mediumorchid'
データ フレーム リスト 列 位 丸める	df[aList].round(-2)
文字 列 中 正規 表現 すべて マッチ 見る	re.findall(pattern, s)
データ 列 ボックス チャート 描く	plt.boxplot(データ列)
リスト 縦 軸 リスト 横 軸 大き さ 散布 図 描画 する	plt.scatter(xdata, ydata, s=n)
データ フレーム グループ 化 し それぞれ 列 合計 求める	df.groupby(column)[column2].sum()
ヒストグラム 描画 し 色 ライム グリーン 指定 する	plt.hist(データ列, color='limegreen')
付き ファイル データ フレーム 保存 する	df.to_csv(filename, encoding='utf_8_sig')
二 次元 リスト 転置 行列	[list(x) for x in list(zip(*aList))]
変数 最も 大きい 値	max(x, y)
文字 列 白色 表示 できる 文字 列 変換 する	f'\033[37m{value}\033[0m'
ライトスレイグレー 色 線 グラフ 描画 する	plt.plot(データ列, データ列2, color='lightslategrey')
オプション ライトスチールブルー 色 使う	color = 'lightsteelblue'
オプション 色 シルバー 指定 する	color = 'silver'
オプション ライト イエロー グラフ 色 設定 する	color = 'lightyellow'
オプション グラフ 色 赤 する	color = 'red'
実数 逆数	math.asinh(x)
